ec5_branch_owner_uuid,ec5_branch_uuid,created_at,uploaded_at,created_by,title,43_Species,44_Height_in_m,45_Diameter_in_m,46_Canopy_start_heig,47_Number,49_GBH,50_Other_species_nam,51_Photo
f474c2ca-d3b5-421c-a16b-569a81a55c9b,16088983-0635-49b7-9cf0-de50291d8786,2024-03-20T02:44:55.000Z,2024-03-20T08:01:50.000Z,mihir.au.jadhav@gmail.com,Ker / Capparis decidua 2.5 4,Ker / Capparis decidua,2.5,1.3,1,6,,,
e124330f-f173-4557-86ed-0aa2bd9efca3,59c796b3-9b5c-415a-8f08-052922163a18,2024-03-20T02:30:11.000Z,2024-03-20T07:50:20.000Z,atharvatogattiwar@gmail.com,Ker / Capparis decidua 5 2,Ker / Capparis decidua,5,2,2,4,,,
70e184ee-3b44-4242-a7e2-7ac3eca3f141,0d70fa96-ff17-4f61-bf94-cbdfd50ad690,2024-03-19T13:22:55.000Z,2024-03-20T08:01:01.000Z,mihir.au.jadhav@gmail.com,Ker / Capparis decidua 3 4.5,Ker / Capparis decidua,3,2.4,0.5,6,,,
ea8c9474-0f38-49d0-954a-5fe13e9fc49f,86f38632-fc94-487e-9184-9b7322413127,2024-03-19T13:07:50.000Z,2024-03-20T08:00:43.000Z,mihir.au.jadhav@gmail.com,Ker / Capparis decidua 3 5,Ker / Capparis decidua,3,1.3,0.7,4,,,
e809e5a1-5a02-49b3-8d96-72a924743bae,27e25922-63cf-4ea6-9ab5-229dd20f0c60,2024-03-19T12:53:21.000Z,2024-03-20T08:00:21.000Z,mihir.au.jadhav@gmail.com,Ker / Capparis decidua 3 4.5,Ker / Capparis decidua,3,2.1,0.5,10,,,
d21269ab-7074-4983-9664-de579c3c8677,ac518011-cba6-4af2-925b-c3163aa53579,2024-03-19T12:35:26.000Z,2024-03-20T07:59:54.000Z,mihir.au.jadhav@gmail.com,Ker / Capparis decidua 3 4,Ker / Capparis decidua,3,2.4,1,6,,,
bf0500c6-2bad-4006-8a37-213801bbe0b8,62eafb2a-e06c-45f6-bf91-9418e0e95075,2024-03-19T12:16:16.000Z,2024-03-20T07:59:30.000Z,mihir.au.jadhav@gmail.com,Ker / Capparis decidua 2.5 3,Ker / Capparis decidua,2.5,3,1,6,,,
62b9de2d-9fc8-44a9-a935-6579a23f4019,f9e758d2-e416-434e-aac8-b31f7e7d1e14,2024-03-19T11:58:22.000Z,2024-03-20T07:59:02.000Z,mihir.au.jadhav@gmail.com,Ker / Capparis decidua 3 4,Ker / Capparis decidua,3,2.3,1.2,10,,,
816a8169-0f53-4763-aecb-9db90c04aaf9,de93e651-f772-4108-a07f-8d137c731b62,2024-03-19T11:42:09.000Z,2024-03-20T07:58:39.000Z,mihir.au.jadhav@gmail.com,Ker / Capparis decidua 3 3,Ker / Capparis decidua,3,3,0.7,4,,,
79597278-9a57-47ac-9b74-6aa0d27a5676,86f3c27e-4018-4269-a151-148e8d66d01e,2024-03-19T11:28:28.000Z,2024-03-20T08:01:25.000Z,mihir.au.jadhav@gmail.com,Ker / Capparis decidua 3 4,Ker / Capparis decidua,3,2,1,5,,,
